question_id,row_id,main_table_name,fhir_resource,gcp_fhir_resource,table_id,fhir_id,check_fhir_id
f18a1ffa1752d917bfb094ac,,labevents,,,,,
1adba3ceaf529ef2a8dda81a,,labevents,,,,,
d064155c1b69cfe53b508d1e,,labevents,,,,,
f1308ea9b8bbc94c5e296e34,,labevents,,,,,
0dcdf1950d75981036938d0f,,labevents,,,,,
871e1ec7efc82f4a5c9d293c,,labevents,,,,,
207e6d0a6a9b812afab27ac7,labevents_74588,labevents,ObservationLabevents,Observation,454917,655e2dac-c42f-5978-bdae-09c00be3ef2b,1.0
207e6d0a6a9b812afab27ac7,labevents_101004,labevents,ObservationLabevents,Observation,454775,5e44b5b5-e372-58a7-8651-35d1452d0cc3,1.0
f7175ad460d1ff7aae62b0fa,labevents_67672,labevents,ObservationLabevents,Observation,453956,34b639e1-b126-54e7-8935-bea59995c0f3,1.0
f7175ad460d1ff7aae62b0fa,labevents_91872,labevents,ObservationLabevents,Observation,453843,f9416e11-0152-5e9d-96d6-754965562e80,1.0
dba558e5efd6207a1ad84c29,labevents_46448,labevents,ObservationLabevents,Observation,369232,a7a9210e-352c-514d-8ba5-1f6bc7a5e021,1.0
f04c7d3113bb51fa52b5acf5,labevents_49646,labevents,ObservationLabevents,Observation,32299,16e0a58a-aad2-582b-9aa2-8a59757a1e4f,1.0
cf07a721765b700935e376f5,labevents_48162,labevents,ObservationLabevents,Observation,454096,8dc8d6b9-a4af-586a-889d-17a94067ef9d,1.0
cf07a721765b700935e376f5,labevents_107227,labevents,ObservationLabevents,Observation,454024,2b7e28f5-6c33-5105-8b82-a46023d0e65c,1.0
be4864408d7e9c4cb2d27c8a,labevents_65084,labevents,ObservationLabevents,Observation,263826,f81af3e7-afa1-5955-9576-f36056e90ee6,1.0
be4864408d7e9c4cb2d27c8a,labevents_67127,labevents,ObservationLabevents,Observation,263800,660e014a-667b-5e4e-a1a4-2b2ee994c945,1.0
15e5163ccc3e3c1f766d7f6a,labevents_39266,labevents,ObservationLabevents,Observation,250595,4648d74a-7a8b-5079-894a-fdbfe664b560,1.0
15e5163ccc3e3c1f766d7f6a,labevents_105811,labevents,ObservationLabevents,Observation,250564,1934bf26-ae38-591f-b3b9-6dd1888f5a8f,1.0
df5a3dc1bac62f8679a50e44,labevents_35665,labevents,ObservationLabevents,Observation,274081,466e9c38-b956-51bf-8bc8-f921358916b2,1.0
edb18fda949ab33cd5cd47c8,labevents_66403,labevents,ObservationLabevents,Observation,67775,55316cc4-717a-538b-ad96-6ebcc2cf9c03,1.0
edb18fda949ab33cd5cd47c8,labevents_62054,labevents,ObservationLabevents,Observation,67726,e7e18c9f-aaf6-5408-9da3-810635540a0c,1.0
e96d3b106469bfd953cd2583,labevents_32654,labevents,ObservationLabevents,Observation,165503,640ab42e-f238-5fed-b292-ec82a8c1cc11,1.0
e96d3b106469bfd953cd2583,labevents_63469,labevents,ObservationLabevents,Observation,165467,391099bd-3de6-5e0d-8095-345da71ee7a0,1.0
4ce7e0d7febc6b899fff7a21,labevents_31677,labevents,ObservationLabevents,Observation,336083,fcfc0757-a796-5872-8da6-c95752e598fd,1.0
4ce7e0d7febc6b899fff7a21,labevents_64866,labevents,ObservationLabevents,Observation,335990,cb57913e-10f0-5486-97ad-d51f396b45ac,1.0
ea3505754407fd4d8ea5fdd8,labevents_40482,labevents,ObservationLabevents,Observation,107088,472acbd9-ad2d-55d2-b05c-2da033097552,1.0
ea3505754407fd4d8ea5fdd8,labevents_89727,labevents,ObservationLabevents,Observation,106989,7db5647a-7f92-5a29-86dd-9e6771a5fd86,1.0
77f1caca4c8a38d1fe942703,labevents_95801,labevents,ObservationLabevents,Observation,32662,5fdcc297-11a6-5581-b199-d027ee97aaea,1.0
77f1caca4c8a38d1fe942703,labevents_49621,labevents,ObservationLabevents,Observation,32328,149e6119-6e32-5985-9fd3-c6a3f3c878b4,1.0
f6401e3fea26ee15aed66ec1,labevents_32847,labevents,ObservationLabevents,Observation,196109,528251f6-c9c5-55b2-9984-4e556ca79913,1.0
f6401e3fea26ee15aed66ec1,labevents_54711,labevents,ObservationLabevents,Observation,196070,e8601c66-cbbd-5618-ad02-a80e832d1a9b,1.0
d1d3935b2877cebd687efc35,labevents_70668,labevents,ObservationLabevents,Observation,199610,d723908c-597b-5efc-8434-94a76968f97b,1.0
d1d3935b2877cebd687efc35,labevents_24345,labevents,ObservationLabevents,Observation,199354,398bc209-5078-58d7-aa3c-4bfa8b0fd729,1.0
af5515bbc62c20e665bfdae3,labevents_18173,labevents,ObservationLabevents,Observation,85328,edaa06b8-6548-563e-b16d-291c4f90f570,1.0
af5515bbc62c20e665bfdae3,labevents_62988,labevents,ObservationLabevents,Observation,85262,5002fa65-34cf-5cfb-b53e-3a83fe95c79a,1.0
97d179e16fffa9fb76504042,labevents_35774,labevents,ObservationLabevents,Observation,107106,5ece6ec4-4eda-5547-abfe-47b0d772aa5d,1.0
97d179e16fffa9fb76504042,labevents_25007,labevents,ObservationLabevents,Observation,107058,a9e47c47-1b40-5be6-a425-716eb54934fe,1.0
6e592987e710b1b2fcd180e0,labevents_42167,labevents,ObservationLabevents,Observation,110518,446a4c38-e325-5d77-9f6d-f32d9336f96b,1.0
6e592987e710b1b2fcd180e0,labevents_59156,labevents,ObservationLabevents,Observation,110153,46000b4b-f6bb-528e-a631-ae72717024a1,1.0
663817ca2281ed4ca55f52e3,labevents_20304,labevents,ObservationLabevents,Observation,467909,2ec4f33b-8035-5034-bdf0-edeb7dcd7a14,1.0
663817ca2281ed4ca55f52e3,labevents_48205,labevents,ObservationLabevents,Observation,467855,56dd0b71-18c7-5710-901b-5f40876e6674,1.0
2f795d71a3f4c1f8e411ce55,labevents_93191,labevents,ObservationLabevents,Observation,102584,ccf6d6ab-37f8-5697-b4dc-43705ad20810,1.0
2f795d71a3f4c1f8e411ce55,labevents_37350,labevents,ObservationLabevents,Observation,102524,7a3257c4-38c9-54ff-b47c-d9df19e72641,1.0
3244f169b0839776c6f8d9aa,labevents_79404,labevents,ObservationLabevents,Observation,263616,62d98e9a-3159-5dde-8f53-7a41b11ef0a2,1.0
3244f169b0839776c6f8d9aa,labevents_17838,labevents,ObservationLabevents,Observation,263578,f2a23bd0-7b15-5888-8972-4080f4e40168,1.0
953ded6c199c40900648aa89,labevents_5465,labevents,ObservationLabevents,Observation,263728,fa324c40-f95d-50d9-8d03-449b36ed46c6,1.0
953ded6c199c40900648aa89,labevents_23804,labevents,ObservationLabevents,Observation,263673,8d7b5c06-b92d-5b6c-ab8f-a4268f7ac07d,1.0
95b245de3db0ff301118f6ef,labevents_107323,labevents,ObservationLabevents,Observation,12684,20925220-513a-5d2a-b30a-d427178d73d0,1.0
95b245de3db0ff301118f6ef,labevents_14890,labevents,ObservationLabevents,Observation,12658,0e52783d-4e72-5476-bf16-e1f6781e98ce,1.0
0d4db28074f3b1bafc59af7e,labevents_102340,labevents,ObservationLabevents,Observation,130453,6a6a8d17-c0f2-57f9-9cc2-ba1d9c5ecf1b,1.0
0d4db28074f3b1bafc59af7e,labevents_101920,labevents,ObservationLabevents,Observation,130427,5bccbb25-8165-5ac4-967d-12c237a6843b,1.0
18d6cbfdf913f50a3617e481,labevents_21630,labevents,ObservationLabevents,Observation,334367,6345acf6-dd05-592b-954e-3d3b263eb794,1.0
18d6cbfdf913f50a3617e481,labevents_7472,labevents,ObservationLabevents,Observation,333865,4688db92-c7c8-5219-87bf-0626349a4bc9,1.0
2348bda143e013d91131d2d9,labevents_84698,labevents,ObservationLabevents,Observation,436165,ff2c38cb-ea7f-5de4-8bd7-b1a8fc3f33c9,1.0
2348bda143e013d91131d2d9,labevents_87866,labevents,ObservationLabevents,Observation,436082,b570f9d7-63cb-5777-8d18-e43854f36b9c,1.0
2504708564dec501dc2fdde3,labevents_101183,labevents,ObservationLabevents,Observation,80957,97513ba6-c178-5892-9ca9-8ef7bf34184b,1.0
2504708564dec501dc2fdde3,labevents_59208,labevents,ObservationLabevents,Observation,80013,3dc82616-1662-567a-9216-9c7ee7fd58d0,1.0
66415948d667e13324c3969a,labevents_79400,labevents,ObservationLabevents,Observation,263623,52cd8ad9-a81b-5258-9d52-37ea8dcfae20,1.0
66415948d667e13324c3969a,labevents_78917,labevents,ObservationLabevents,Observation,263545,4e35bd0e-dd59-5069-8ec5-594dde4641d0,1.0
a7913ace036061bcf8f67934,labevents_98891,labevents,ObservationLabevents,Observation,440054,b0547775-0c53-569f-ab15-29f41d07ae4d,1.0
a7913ace036061bcf8f67934,labevents_67042,labevents,ObservationLabevents,Observation,439270,85cfd8d9-44d9-59d8-8bfa-7e7268e4b3d9,1.0
2092bc06715d6d43db8d20c2,labevents_94605,labevents,ObservationLabevents,Observation,295438,57f4419f-7dec-5fba-9989-8da14449b523,1.0
2092bc06715d6d43db8d20c2,labevents_13366,labevents,ObservationLabevents,Observation,295418,bc3a6408-0add-5a2c-98d8-f089ee71f86f,1.0
0179af361778345171c9542a,labevents_15935,labevents,ObservationLabevents,Observation,221799,7b092f0d-c03b-5f68-aa0f-9b352ecf21e4,1.0
0179af361778345171c9542a,labevents_93566,labevents,ObservationLabevents,Observation,221788,8dec3880-aeb6-5a93-a42a-333f228a06f3,1.0
96762825c5cbfa3426dc79a2,labevents_29880,labevents,ObservationLabevents,Observation,91356,e7d40c59-bd02-5a52-a205-19c34ba0ece3,1.0
96762825c5cbfa3426dc79a2,labevents_97327,labevents,ObservationLabevents,Observation,91338,59953b70-5dcf-5a68-9265-8d3eb1bf689c,1.0
76752df29fef2ffe6127c97b,labevents_89911,labevents,ObservationLabevents,Observation,474441,9eb4470d-2e27-5500-ac2f-9c0b50df4e86,1.0
76752df29fef2ffe6127c97b,labevents_11090,labevents,ObservationLabevents,Observation,473765,10449fde-d94f-50da-89cf-8b9bcb09cdd1,1.0
eee4eef5cba60f4be092bcb9,labevents_58615,labevents,ObservationLabevents,Observation,236776,894d5981-bfe3-5329-b282-b379f36a01e5,1.0
eee4eef5cba60f4be092bcb9,labevents_67807,labevents,ObservationLabevents,Observation,236742,1cebdd48-8841-56d9-bafd-973e312008bd,1.0
b5aedd087997ec2e10bb6736,labevents_74877,labevents,ObservationLabevents,Observation,57712,11112914-60f7-5b92-8fd3-96cfbcc8729f,1.0
b5aedd087997ec2e10bb6736,labevents_94196,labevents,ObservationLabevents,Observation,57681,1e9e3ce5-fd98-5f00-a2bf-aaadbcd62774,1.0
2c36fe674f06fe07c1c1b71d,labevents_59804,labevents,ObservationLabevents,Observation,192900,4dad1416-a514-52e7-92d7-79f97268e552,1.0
2c36fe674f06fe07c1c1b71d,labevents_73077,labevents,ObservationLabevents,Observation,192741,f9e21da1-d880-5887-a91f-3b2e29348e25,1.0
8a5ef0e3b44f9d29e1d8e450,labevents_77568,labevents,ObservationLabevents,Observation,165583,011c8ff3-fbb5-55da-9333-12759566b051,1.0
8a5ef0e3b44f9d29e1d8e450,labevents_90580,labevents,ObservationLabevents,Observation,165561,7befa8c5-b69d-5549-b8cd-1b1b499e9c5f,1.0
44c07c98fe50b60cd61a2569,labevents_81137,labevents,ObservationLabevents,Observation,249171,75a7923f-843e-5d73-b4e4-31fd92430b01,1.0
44c07c98fe50b60cd61a2569,labevents_86603,labevents,ObservationLabevents,Observation,249007,31933055-a0f5-59c2-888b-a5ac27a1de72,1.0
91a1b7d722fd22c60cb7f9c7,labevents_70425,labevents,ObservationLabevents,Observation,318471,ee17ce71-ba9a-5a51-8254-264d49f0c6e5,1.0
91a1b7d722fd22c60cb7f9c7,labevents_90294,labevents,ObservationLabevents,Observation,318329,4c56df35-04e9-51ba-b106-7dcd357fd133,1.0
cd5489d01e1749510fc86424,labevents_3917,labevents,ObservationLabevents,Observation,257406,1372dbde-8fca-518d-af02-3b673add847f,1.0
cd5489d01e1749510fc86424,labevents_104683,labevents,ObservationLabevents,Observation,257273,5cc02497-00c1-5ee4-b023-06b0b4b66325,1.0
919fd2fec23929480d56959a,labevents_32835,labevents,ObservationLabevents,Observation,248939,253f8a3b-b82b-5e4f-8d66-0ab3b799dca0,1.0
919fd2fec23929480d56959a,labevents_97011,labevents,ObservationLabevents,Observation,248897,062521eb-4f99-59e0-b783-995408add5e1,1.0
abf27942525ea42427bca966,labevents_96249,labevents,ObservationLabevents,Observation,364247,6efd5328-160a-5ff3-ae19-57bf22614aea,1.0
abf27942525ea42427bca966,labevents_8556,labevents,ObservationLabevents,Observation,364217,2d15199d-d14d-5d1c-8e5d-7e962a9229e4,1.0
0ef02974483ac960722b84f8,labevents_49407,labevents,ObservationLabevents,Observation,250689,188d12d4-0a5d-56d4-86e5-83914b6c656e,1.0
0ef02974483ac960722b84f8,labevents_87272,labevents,ObservationLabevents,Observation,250636,d93e2790-d812-5365-b162-9c6091742f20,1.0
1c2352529be1c26de9ae73e4,labevents_93428,labevents,ObservationLabevents,Observation,369673,7eda16af-f7b8-5e94-b195-668c8172e151,1.0
1c2352529be1c26de9ae73e4,labevents_93019,labevents,ObservationLabevents,Observation,368976,9ed1b2bf-96f6-5512-8a20-6ffeb6250203,1.0
cb78a1c0f1fe2f58edc2d283,labevents_14541,labevents,ObservationLabevents,Observation,246237,8eb734f7-8511-58f4-b188-eb7a9a6d3c28,1.0
cb78a1c0f1fe2f58edc2d283,labevents_47706,labevents,ObservationLabevents,Observation,246179,3dfab4b4-0a59-567e-afc2-68d67eaa6e24,1.0
cd1253c3a3d160eab14d31d4,labevents_5464,labevents,ObservationLabevents,Observation,263732,d8544a89-2658-5b74-8c13-3cd8b0a08f8f,1.0
cd1253c3a3d160eab14d31d4,labevents_23810,labevents,ObservationLabevents,Observation,263677,11d0a66b-b342-55d3-81b1-9485a60df6cd,1.0
131f8932f899a611506ecd2b,,transfers,,,,,
17ff517f4cb7bc5330bbc4dd,,transfers,,,,,
7346582042d3b9bcee31329c,,transfers,,,,,
af48025f4da1ed8f5c1616e3,,transfers,,,,,
563951219388e9d8f1ba0f30,,transfers,,,,,
1ae02fd40242a1f6626facb2,,transfers,,,,,
b09c1296a97d4f7a4488f11f,,transfers,,,,,
f888fddd502f84dfdc3b3bcb,,transfers,,,,,
3db50784b5c5fd5267669673,,transfers,,,,,
c7fe6ea31f9f71af4dcc0072,,transfers,,,,,
9b5ab2bf426064b58719cc29,,transfers,,,,,
12d278afa5aced986bad28bf,labevents_105481,labevents,ObservationLabevents,Observation,221460,190bda88-0e80-5020-9daa-ffa742b0d06f,1.0
12d278afa5aced986bad28bf,labevents_90151,labevents,ObservationLabevents,Observation,221434,9ff72f94-50cf-54ef-b053-edc6ba0e9b0e,1.0
16836caa5b38e5fa22166c1a,labevents_89499,labevents,ObservationLabevents,Observation,317144,d6607f86-7d7b-54ba-82aa-a0dfbcb6d3a3,1.0
fb95177b2a968ec680128db1,,transfers,,,,,
6c26a6c8707782ccd2a0c56c,,transfers,,,,,
df30afea60a71f1c1b64dfef,,transfers,,,,,
b8f6fd0f9b950b22019dc5f9,,transfers,,,,,
2e7f18557b9d9530eddacca0,,transfers,,,,,
c89cf055a5d102b539366869,,transfers,,,,,
65f0a54b0c223f74168d1b02,,transfers,,,,,
27f86a5f461f220f2b2ed647,,transfers,,,,,
dc9b3236056266b458fff17f,,transfers,,,,,
6eab05aa70724d26ebe7e7c1,,transfers,,,,,
62547959e3baf6a4703c5fbb,,transfers,,,,,
be4e133fd657b3c989be8b0b,,transfers,,,,,
e44cd0b41cda6c3cab6b967e,,transfers,,,,,
fab4f3241b1a4140593a2196,,transfers,,,,,
a178876b3ab67646062e1b51,,transfers,,,,,
6208d84a6a16f8ac2b720298,,transfers,,,,,
d736183a8eb133edc418c730,,transfers,,,,,
4202b117d324f6285ecaf255,,transfers,,,,,
db9fb5b609cf5c9785924c0c,,transfers,,,,,
6246ddb668aaa2fe1adb0353,,transfers,,,,,
b6d57a0c15272dbc69e39fc2,,transfers,,,,,
7809b76d2d7b213240cd949c,,transfers,,,,,
c1ead7f66a477b8a69f1baea,labevents_106388,labevents,ObservationLabevents,Observation,110444,e1b0e7ef-7a25-5e84-831b-c13b3d5a3474,1.0
c1ead7f66a477b8a69f1baea,labevents_84218,labevents,ObservationLabevents,Observation,110184,6975a4ef-a94c-5a01-8514-5d5ba4d7e6a1,1.0
1cf1e58d245ff59b4d7adc31,,labevents,,,,,
ce843fac6f9ff9ab4f1d2dc3,,labevents,,,,,
fd430b3bc6f281ccc988453c,,labevents,,,,,
250459eeaf1e43b5affdfa0e,,labevents,,,,,
3751ff2eb0be4c22f7a8f752,,labevents,,,,,
531895a8f6c3cd6a5748843b,,labevents,,,,,
06ba722e2ac0589ffacd1249,,labevents,,,,,
fe615a9fbe3f8b13bb56bbdf,,labevents,,,,,
3890e55b1b0c07ff2b11bb35,,labevents,,,,,
d939b033b5e6b326580d0570,,labevents,,,,,
215bb31f610d65f9b86033ff,,labevents,,,,,
b5ce6c822904c206071d56a5,,labevents,,,,,
d2d6e834bd7830831783fa05,,labevents,,,,,
dd2f29754291be893cdcffa8,,labevents,,,,,
eb588610d7a73daedf0f76c1,labevents_101641,labevents,ObservationLabevents,Observation,9138,61c210a5-2fb9-57f7-aa07-97d5e6c5243c,1.0
eb588610d7a73daedf0f76c1,labevents_73859,labevents,ObservationLabevents,Observation,9007,29c30f44-772c-58c6-9f49-ed03bbc6b853,1.0
e152d27a95ebcc62820b1622,,labevents,,,,,
5301d3f2ee9055f024af59a4,,labevents,,,,,
2ec6cb1efc895f9201b5cf60,,labevents,,,,,
137633ed86ab2d0d0059f5c2,,labevents,,,,,
3d45d365e05eb1ff7b926005,,labevents,,,,,
6d770f5dad11c867295ac4f0,,labevents,,,,,
abe78de7464f93993da9c600,,labevents,,,,,
d2edfd01c7ab2bfa13268728,,labevents,,,,,
7ae435e691f248d18ab7bec3,,labevents,,,,,
23186572a878a351ae7acf5b,,labevents,,,,,
45d38cc2d6126200d9c5ec99,,labevents,,,,,
620fed67edcc618c82c9bb68,,labevents,,,,,
f95edd83ff3d509561310e88,,labevents,,,,,
79690c25ac2b2e1a3f74269c,,labevents,,,,,
b947843285099f2f901cf7de,,labevents,,,,,
7af1e69b20b9be325402ee3c,,labevents,,,,,
5f192a749e3dc5e91eff2fd7,,labevents,,,,,
8e181485cf1adc897c3a3e28,labevents_95034,labevents,ObservationLabevents,Observation,107331,d4469f61-7840-52ff-a960-59bef3e81a69,1.0
8e181485cf1adc897c3a3e28,labevents_4138,labevents,ObservationLabevents,Observation,107287,966d5960-a5a8-5cad-9a35-7d37878485f4,1.0
ce7b67d7433c0b9c16be0a5f,labevents_21269,labevents,ObservationLabevents,Observation,27042,c406a85d-b992-54b0-97b7-f791f79fe2cb,1.0
3fa947a7c4c696baf058e932,labevents_62290,labevents,ObservationLabevents,Observation,91397,7d89d7d1-a288-5ec8-9e51-84ebd53a4af8,1.0
3fa947a7c4c696baf058e932,labevents_6959,labevents,ObservationLabevents,Observation,91388,22051cc9-e2f2-575b-a6bc-006517d587ea,1.0
1d73f76e9729625f5d313029,labevents_8778,labevents,ObservationLabevents,Observation,12706,8150e5d4-b538-531d-92a0-8506d3d450cf,1.0
1d73f76e9729625f5d313029,labevents_14893,labevents,ObservationLabevents,Observation,12669,e7f334e2-d6aa-5e91-80a9-cc6c54273023,1.0
133bff217be024035d5957e2,labevents_18888,labevents,ObservationLabevents,Observation,316880,18f7b72b-3904-5331-bd8d-c4904a82015a,1.0
133bff217be024035d5957e2,labevents_80074,labevents,ObservationLabevents,Observation,316469,dc74e6f2-ea87-50ac-83dc-b44cf614fa6f,1.0
70935d34cbc96deade5c1b18,labevents_9364,labevents,ObservationLabevents,Observation,97322,4ebdc10b-863f-5086-a3ab-bf1d04187edc,1.0
70935d34cbc96deade5c1b18,labevents_25042,labevents,ObservationLabevents,Observation,95422,92cd59ae-e8d9-5431-8962-91b42dc14774,1.0
b9f6116b0b39e50a2fa629e1,labevents_7066,labevents,ObservationLabevents,Observation,72231,abe865e8-87d5-5fa8-b772-52cd3b30e39d,1.0
b9f6116b0b39e50a2fa629e1,labevents_51854,labevents,ObservationLabevents,Observation,72200,ee6c390d-946a-5bf9-8f31-09887265d3c0,1.0
a3bc0d803f5c36757f71d51c,,labevents,,,,,
2d80cb1e489c0421c68be6f2,,labevents,,,,,
3717572f6b674f00be856aec,,labevents,,,,,
71621e85a074b2ac8ffc6ace,,labevents,,,,,
170d16d87b8d77ec966d5f56,,labevents,,,,,
97d549d940853218be2a6803,,labevents,,,,,
a035bf3a134c3a5f16e7e841,,labevents,,,,,
a3dd56dec5262895f50e89b7,,labevents,,,,,
9a574ab97db06ee700de7520,,labevents,,,,,
7d2d2036da24495b7017dd89,,labevents,,,,,
8f05ca0c74199be8f6803a5c,,labevents,,,,,
935352db3b3a1d247e88bdc4,,labevents,,,,,
34f825ce946e62cf44c7f3f5,,labevents,,,,,
b53daa3c6e0af875928b6bd7,,labevents,,,,,
1d085776a9f4303e625f4125,,labevents,,,,,
48d5f819ed7042b8dca4b7e5,,labevents,,,,,
e9de88c1ca4e544ff64bd3f9,,labevents,,,,,
733c21a9f57a3bc179010c01,,labevents,,,,,
da332c7d00584e07d7258bc1,,labevents,,,,,
b6d7a34bc707d9209a3f1b63,,labevents,,,,,
3f52f0b4c069263ecd9729b0,,labevents,,,,,
646dc3c2d9906fbf675e6443,,labevents,,,,,
2398b4f90c62615b764ca247,,labevents,,,,,
21f3520f8db52d400b139521,,labevents,,,,,
38e7715444818223680cc90f,,labevents,,,,,
816890403b923f91deda0dda,,labevents,,,,,
c4afaf3f596cdc2be83cac17,,labevents,,,,,
e44f5a7695147c0b38ec316e,admissions_55,admissions,Encounter,Encounter,21101111,18069616-a400-571e-8922-2c8673abe464,1.0
30912953ec6a9977cec930db,admissions_270,admissions,Encounter,Encounter,24745425,0b36752d-14a2-5546-9ab0-64b2922d990e,1.0
6f95b08ff006a4983b0050f6,admissions_20,admissions,Encounter,Encounter,27488741,54e1c49a-ace0-5c20-93a6-69eeb18e6854,1.0
468732462fc76ffb0eabb559,admissions_265,admissions,Encounter,Encounter,26048429,2b24741b-d4f8-5a5b-9d60-04f38dd87286,1.0
b7b00a485da3ac7c2a9f4f8e,admissions_11,admissions,Encounter,Encounter,24547356,5ee5f4a8-ad38-513a-a0e7-aceea9e6c1ff,1.0
949e6e0fe8bdf465a1964e73,admissions_40,admissions,Encounter,Encounter,29496232,fcbfdc83-4491-50e4-98d2-ec8b3efdbb9f,1.0
3f384b70bd3be24de7ec5ac2,admissions_64,admissions,Encounter,Encounter,25563031,a24bfc78-3a3a-598e-aa7f-1919b3d04061,1.0
db0814178ef902c3c2b96f95,admissions_55,admissions,Encounter,Encounter,21101111,18069616-a400-571e-8922-2c8673abe464,1.0
837051daccd7778c8114f640,admissions_271,admissions,Encounter,Encounter,22168393,109b43e0-d522-556e-8824-4d9287df0c9e,1.0
64a1ee1c1e25b6f646865939,admissions_24,admissions,Encounter,Encounter,25020332,1307bdd1-4c2d-5c54-beb9-0179fb3f14d1,1.0
1f2e37aaa091d50e833afad1,admissions_53,admissions,Encounter,Encounter,22059910,ed46116f-b5fc-5c30-a78a-d9b876b0fcf8,1.0
0d3343e3e64231d00abab91e,admissions_268,admissions,Encounter,Encounter,24294180,a0c10d89-96cb-51d5-82b4-2cf043e408e3,1.0
0664f9448edc539d0cb228a4,admissions_98,admissions,Encounter,Encounter,25129047,46013f4e-5b90-5639-999a-3801419fe2da,1.0
180fff17c7418b127d038bf7,admissions_98,admissions,Encounter,Encounter,25129047,46013f4e-5b90-5639-999a-3801419fe2da,1.0
